"","locs2","Column","dates","notice","status","landref","locs","document","dates2","landref_cl","monthlies","duplic","lat","long","county","monthcats","vars"
"104","Bungoma",1569,2014-08-08,"GAZETTENOTICENO5472","Lost","Bokoli/ Bokoli/ 961","district of Bungoma","Land Title Deed","08August2014","Bokoli/Bokoli/961","Aug2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"105","Bungoma",1519,2016-04-08,"GAZETTENOTICENO2379","Lost","Bokoli/ Chwele/ 2098","district of Bungoma","Land Title Deed","08April2016","Bokoli/Chwele/2098","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"106","Bungoma",4481,2014-11-21,"GAZETTENOTICENO8413","Lost","Bokoli/ Chwele/ 486","district of Bungoma","Land Title Deed","21November2014","Bokoli/Chwele/486","Nov2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"107","Bungoma",5797,2015-03-27,"GAZETTENOTICENO1997","Lost","Bokoli/ Kituni/ 1216","district of Bungoma","Land Title Deed","27March2015","Bokoli/Kituni/1216","Mar2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"108","Bungoma",6452,2015-01-30,"GAZETTENOTICENO512-603","Lost","Bokoli/ Mukuyuni/ 1301","district of Bungoma","Land Title Deed","30January2015","Bokoli/Mukuyuni/1301","Jan2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"109","Bungoma",2917,2014-11-14,"GAZETTENOTICENO8179-8268","Lost","Bokoli/ Mukuyuni/ 1308","district of Bungoma","Land Title Deed","14November2014","Bokoli/Mukuyuni/1308","Nov2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"110","Bungoma",3867,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","Bokoli/ Mukuyuni/ 1311","district of Bungoma","Land Title Deed","19September2014","Bokoli/Mukuyuni/1311","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"111","Bungoma",4999,2015-10-23,"GAZETTENOTICENO7901","Lost","Bokoli/ Mukuyuni/ 802","district of Bungoma","Land Title Deed","23October2015","Bokoli/Mukuyuni/802","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"112","Bungoma",1974,2014-10-10,"GAZETTENOTICENO7126","Lost","Bungoma/ Kiminini/ 178","district of Bungoma","Land Title Deed","10October2014","Bungoma/Kiminini/178","Oct2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"113","Bungoma",199,2014-08-01,"GAZETTENOTICENO5360","Lost","Bungoma/ Ndalu/ 792","district of Bungoma","Land Title Deed","01August2014","Bungoma/Ndalu/792","Aug2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"114","Bungoma",3784,2015-06-19,"GAZETTENOTICENO4363","Lost","Bungoma/ Ndalu/ 793","district of Bungoma","Land Title Deed","19June2015","Bungoma/Ndalu/793","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"115","Bungoma",6255,2016-01-29,"GAZETTENOTICENO434","Lost","Bungoma/ Ndalu/ 882","district of Bungoma","Land Title Deed","29January2016","Bungoma/Ndalu/882","Jan2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"116","Bungoma",5235,2016-03-24,"GAZETTENOTICENO1932","Lost","Bungoma/ Soysambu/ 638","district of Bungoma","Land Title Deed","24March2016","Bungoma/Soysambu/638","Mar2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"117","Bungoma",3783,2015-06-19,"GAZETTENOTICENO4363","Lost","Bungoma/ Tongaren/ 196","district of Bungoma","Land Title Deed","19June2015","Bungoma/Tongaren/196","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"118","Bungoma",3965,2015-02-20,"GAZETTENOTICENO1103","Lost","Bungoma/ Tongaren/ 2291","district of Bungoma","Land Title Deed","20February2015","Bungoma/Tongaren/2291","Feb2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"119","Bungoma",2913,2014-11-14,"GAZETTENOTICENO8179-8268","Lost","Bungoma/ Tongaren/ 2819","district of Bungoma","Land Title Deed","14November2014","Bungoma/Tongaren/2819","Nov2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"120","Bungoma",3838,2015-06-19,"GAZETTENOTICENO4460","Lost","Bungoma/ Township/ 33","district of Bungoma","Land Title Deed","19June2015","Bungoma/Township/33","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"121","Bungoma",286,2015-01-02,"GAZETTENOTICENO9-62","Lost","Bungoma/ Township/ 371","district of Bungoma","Land Title Deed","02January2015","Bungoma/Township/371","Jan2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"122","Bungoma",3856,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","Bungoma/ Township/ 515","district of Bungoma","Land Title Deed","19September2014","Bungoma/Township/515","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"123","Bungoma",1518,2016-04-08,"GAZETTENOTICENO2378","Lost","E. Bukusu/ N. Kanduyi/ 1502","district of Bungoma","Land Title Deed","08April2016","E. Bukusu/N. Kanduyi/1502","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"124","Bungoma",63,2016-04-01,"GAZETTENOTICENO2139","Lost","E. Bukusu/ N. Kanduyi/ 2688","district of Bungoma","Land Title Deed","01April2016","E. Bukusu/N. Kanduyi/2688","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"125","Bungoma",1567,2014-08-08,"GAZETTENOTICENO5470","Lost","E. Bukusu/ N. Kanduyi/ 2895","district of Bungoma","Land Title Deed","08August2014","E. Bukusu/N. Kanduyi/2895","Aug2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"126","Bungoma",3781,2015-06-19,"GAZETTENOTICENO4363","Lost","E. Bukusu/ N. Kanduyi/ 3702","district of Bungoma","Land Title Deed","19June2015","E. Bukusu/N. Kanduyi/3702","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"127","Bungoma",5002,2015-10-23,"GAZETTENOTICENO7904","Lost","E. Bukusu/ N. Kanduyi/ 4720","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/N. Kanduyi/4720","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"128","Bungoma",4931,2014-05-23,"GAZETTENOTICENO3415","Lost","E. Bukusu/ N. Kanduyi/ 5614","district of Bungoma","Land Title Deed","23May2014","E. Bukusu/N. Kanduyi/5614","May2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"129","Bungoma",5803,2015-03-27,"GAZETTENOTICENO1997","Lost","E. Bukusu/ N. Kanduyi/ 7701","district of Bungoma","Land Title Deed","27March2015","E. Bukusu/N. Kanduyi/7701","Mar2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"130","Bungoma",3952,2015-02-20,"GAZETTENOTICENO1103","Lost","E. Bukusu/ N. Kanduyi/ 8013","district of Bungoma","Land Title Deed","20February2015","E. Bukusu/N. Kanduyi/8013","Feb2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"131","Bungoma",2041,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","E. Bukusu/ N. Kanduyi/ 977","district of Bungoma","Land Title Deed","11December2014","E. Bukusu/N. Kanduyi/977","Dec2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"132","Bungoma",1913,2015-04-10,"GAZETTENOTICENO2340","Lost","E. Bukusu/ N. Myanga/ 97","district of Bungoma","Land Title Deed","10April2015","E. Bukusu/N. Myanga/97","Apr2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"133","Bungoma",5419,2014-07-25,"GAZETTENOTICENO5061","Lost","E. Bukusu/ N. Nalondo/ 1579","district of Bungoma","Land Title Deed","25July2014","E. Bukusu/N. Nalondo/1579","Jul2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"134","Bungoma",6453,2015-01-30,"GAZETTENOTICENO512-603","Lost","E. Bukusu/ N. Nalondo/ 1954","district of Bungoma","Land Title Deed","30January2015","E. Bukusu/N. Nalondo/1954","Jan2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"135","Bungoma",4929,2014-05-23,"GAZETTENOTICENO3413","Lost","E. Bukusu/ N. Nalondo/ 2092","district of Bungoma","Land Title Deed","23May2014","E. Bukusu/N. Nalondo/2092","May2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"136","Bungoma",1972,2014-10-10,"GAZETTENOTICENO7124","Lost","E. Bukusu/ N. Sangalo/ 1902","district of Bungoma","Land Title Deed","10October2014","E. Bukusu/N. Sangalo/1902","Oct2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"137","Bungoma",5000,2015-10-23,"GAZETTENOTICENO7902","Lost","E. Bukusu/ N. Sangalo/ 2173","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/N. Sangalo/2173","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"138","Bungoma",5028,2015-10-23,"GAZETTENOTICENO7936","Lost","E. Bukusu/ N. Sangalo/ 2636","district of Bungoma","Green Card","23October2015","E. Bukusu/N. Sangalo/2636","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"139","Bungoma",4928,2014-05-23,"GAZETTENOTICENO3412","Lost","E. Bukusu/ N. Sangalo/ 2924","district of Bungoma","Land Title Deed","23May2014","E. Bukusu/N. Sangalo/2924","May2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"140","Bungoma",5244,2016-03-24,"GAZETTENOTICENO1941","Lost","E. Bukusu/ N. Sangalo/ 3673","district of Bungoma","Land Title Deed","24March2016","E. Bukusu/N. Sangalo/3673","Mar2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"141","Bungoma",3835,2015-06-19,"GAZETTENOTICENO4460","Lost","E. Bukusu/ N. Sangalo/ 3888","district of Bungoma","Land Title Deed","19June2015","E. Bukusu/N. Sangalo/3888","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"142","Bungoma",2816,2015-08-14,"GAZETTENOTICENO5822","Unknown","E. Bukusu/ N. Sangalo/ 4369 and 4466","district of Bungoma","Land Title Deed","14August2015","E. Bukusu/N. Sangalo/4369 and 4466","Aug2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",0
"143","Bungoma",5008,2015-10-23,"GAZETTENOTICENO7910","Lost","E. Bukusu/ N. Sangalo/ 908","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/N. Sangalo/908","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"144","Bungoma",2073,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","E. Bukusu/ S. Kanduyi/ 10759","district of Bungoma","Green Card","11December2014","E. Bukusu/S. Kanduyi/10759","Dec2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"145","Bungoma",477,2014-10-03,"GAZETTENOTICENO6882","Unknown","E. Bukusu/ S. Kanduyi/ 10960","district of Bungoma","other","03October2014","E. Bukusu/S. Kanduyi/10960","Oct2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",0
"146","Bungoma",4907,2015-01-23,"GAZETTENOTICENO382-442","Lost","E. Bukusu/ S. Kanduyi/ 10960","district of Bungoma","Green Card","23January2015","E. Bukusu/S. Kanduyi/10960","Jan2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"147","Bungoma",2645,2014-06-13,"GAZETTENOTICENO3944","Lost","E. Bukusu/ S. Kanduyi/ 1099","district of Bungoma","Land Title Deed","13June2014","E. Bukusu/S. Kanduyi/1099","Jun2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"148","Bungoma",5236,2016-03-24,"GAZETTENOTICENO1933","Lost","E. Bukusu/ S. Kanduyi/ 11457","district of Bungoma","Land Title Deed","24March2016","E. Bukusu/S. Kanduyi/11457","Mar2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"149","Bungoma",5190,2015-07-24,"GAZETTENOTICENO5290","Lost","E. Bukusu/ S. Kanduyi/ 11832","district of Bungoma","Land Title Deed","24July2015","E. Bukusu/S. Kanduyi/11832","Jul2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"150","Bungoma",6254,2016-01-29,"GAZETTENOTICENO433","Lost","E. Bukusu/ S. Kanduyi/ 12482","district of Bungoma","Land Title Deed","29January2016","E. Bukusu/S. Kanduyi/12482","Jan2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"151","Bungoma",5007,2015-10-23,"GAZETTENOTICENO7909","Lost","E. Bukusu/ S. Kanduyi/ 13704","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/S. Kanduyi/13704","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"152","Bungoma",5246,2016-03-24,"GAZETTENOTICENO1943","Lost","E. Bukusu/ S. Kanduyi/ 14110","district of Bungoma","Land Title Deed","24March2016","E. Bukusu/S. Kanduyi/14110","Mar2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"153","Bungoma",1520,2016-04-08,"GAZETTENOTICENO2380","Lost","E. Bukusu/ S. Kanduyi/ 1444","district of Bungoma","Land Title Deed","08April2016","E. Bukusu/S. Kanduyi/1444","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"154","Bungoma",1510,2016-04-08,"GAZETTENOTICENO2370","Lost","E. Bukusu/ S. Kanduyi/ 14689","district of Bungoma","Land Title Deed","08April2016","E. Bukusu/S. Kanduyi/14689","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"155","Bungoma",3866,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 15751","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/15751","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"156","Bungoma",5239,2016-03-24,"GAZETTENOTICENO1936","Lost","E. Bukusu/ S. Kanduyi/ 16640","district of Bungoma","Land Title Deed","24March2016","E. Bukusu/S. Kanduyi/16640","Mar2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"157","Bungoma",5800,2015-03-27,"GAZETTENOTICENO1997","Lost","E. Bukusu/ S. Kanduyi/ 1722","district of Bungoma","Land Title Deed","27March2015","E. Bukusu/S. Kanduyi/1722","Mar2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"158","Bungoma",5005,2015-10-23,"GAZETTENOTICENO7907","Lost","E. Bukusu/ S. Kanduyi/ 18362","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/S. Kanduyi/18362","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"159","Bungoma",1971,2014-10-10,"GAZETTENOTICENO7123","Lost","E. Bukusu/ S. Kanduyi/ 2056","district of Bungoma","Land Title Deed","10October2014","E. Bukusu/S. Kanduyi/2056","Oct2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"160","Bungoma",3837,2015-06-19,"GAZETTENOTICENO4460","Lost","E. Bukusu/ S. Kanduyi/ 2297","district of Bungoma","Land Title Deed","19June2015","E. Bukusu/S. Kanduyi/2297","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"161","Bungoma",3858,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 2752","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/2752","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"162","Bungoma",3857,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 3183","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/3183","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"163","Bungoma",3859,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 4799","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/4799","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"164","Bungoma",2040,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","E. Bukusu/ S. Kanduyi/ 4829","district of Bungoma","Land Title Deed","11December2014","E. Bukusu/S. Kanduyi/4829","Dec2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"165","Bungoma",1912,2015-04-10,"GAZETTENOTICENO2340","Lost","E. Bukusu/ S. Kanduyi/ 4965","district of Bungoma","Land Title Deed","10April2015","E. Bukusu/S. Kanduyi/4965","Apr2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"166","Bungoma",3871,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 5349","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/5349","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"167","Bungoma",66,2016-04-01,"GAZETTENOTICENO2142","Lost","E. Bukusu/ S. Kanduyi/ 5573","district of Bungoma","Land Title Deed","01April2016","E. Bukusu/S. Kanduyi/5573","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"168","Bungoma",1899,2015-04-10,"GAZETTENOTICENO2340","Lost","E. Bukusu/ S. Kanduyi/ 5781","district of Bungoma","Land Title Deed","10April2015","E. Bukusu/S. Kanduyi/5781","Apr2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"169","Bungoma",6662,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","E. Bukusu/ S. Kanduyi/ 6384","district of Bungoma","Land Title Deed","31July2015","E. Bukusu/S. Kanduyi/6384","Jul2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"170","Bungoma",5009,2015-10-23,"GAZETTENOTICENO7911","Lost","E. Bukusu/ S. Kanduyi/ 6434","district of Bungoma","Land Title Deed","23October2015","E. Bukusu/S. Kanduyi/6434","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"171","Bungoma",2039,2014-12-11,"GAZETTENOTICENO8897-8963","Lost","E. Bukusu/ S. Kanduyi/ 7098","district of Bungoma","Land Title Deed","11December2014","E. Bukusu/S. Kanduyi/7098","Dec2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"172","Bungoma",3861,2014-09-19,"GAZETTENOTICENO6475-6554","Lost","E. Bukusu/ S. Kanduyi/ 748","district of Bungoma","Land Title Deed","19September2014","E. Bukusu/S. Kanduyi/748","Sep2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"173","Bungoma",4926,2014-05-23,"GAZETTENOTICENO3411","Lost","E. Bukusu/ S. Kanduyi/ 7562","district of Bungoma","Land Title Deed","23May2014","E. Bukusu/S. Kanduyi/7562","May2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"174","Bungoma",1973,2014-10-10,"GAZETTENOTICENO7125","Lost","E. Bukusu/ S. Kanduyi/ 7963. and whereas sufficient evidence has","district of Bungoma","Land Title Deed","10October2014","E. Bukusu/S. Kanduyi/7963. and whereas sufficient evidence has","Oct2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",1
"175","Bungoma",622,2015-09-04,"GAZETTENOTICENO6493-6575","Lost","E. Bukusu/ S. Kanduyi/ 8345","district of Bungoma","Land Title Deed","04September2015","E. Bukusu/S. Kanduyi/8345","Sep2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"176","Bungoma",228,2015-04-02,"GAZETTENOTICENO2125-2187","Lost","E. Bukusu/ S. Kanduyi/ 85","district of Bungoma","Land Title Deed","02April2015","E. Bukusu/S. Kanduyi/85","Apr2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"177","Bungoma",64,2016-04-01,"GAZETTENOTICENO2140","Lost","E. Bukusu/ S. Kanduyi/ 8507","district of Bungoma","Land Title Deed","01April2016","E. Bukusu/S. Kanduyi/8507","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"178","Bungoma",2644,2014-06-13,"GAZETTENOTICENO3943","Lost","E. Bukusu/ S. Kanduyi/ 8754","district of Bungoma","Land Title Deed","13June2014","E. Bukusu/S. Kanduyi/8754","Jun2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"179","Bungoma",3951,2015-02-20,"GAZETTENOTICENO1103","Lost","E. Bukusu/ S. Kanduyi/ 9059","district of Bungoma","Land Title Deed","20February2015","E. Bukusu/S. Kanduyi/9059","Feb2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"180","Bungoma",229,2015-04-02,"GAZETTENOTICENO2125-2187","Lost","E. Bukusu/ S. Kanduyi/ 991","district of Bungoma","Land Title Deed","02April2015","E. Bukusu/S. Kanduyi/991","Apr2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"181","Bungoma",5801,2015-03-27,"GAZETTENOTICENO1997","Lost","E. Bukusu/ S. Nalondo/ 2081","district of Bungoma","Land Title Deed","27March2015","E. Bukusu/S. Nalondo/2081","Mar2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"182","Bungoma",5200,2015-07-24,"GAZETTENOTICENO5290","Lost","E. Bukusu/ S. Nalondo/ 3702","district of Bungoma","Land Title Deed","24July2015","E. Bukusu/S. Nalondo/3702","Jul2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"183","Bungoma",1568,2014-08-08,"GAZETTENOTICENO5471","Lost","E. Bukusu/ S. Nalondo/ 4268","district of Bungoma","Land Title Deed","08August2014","E. Bukusu/S. Nalondo/4268","Aug2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"184","Bungoma",5198,2015-07-24,"GAZETTENOTICENO5290","Lost","E. Bukusu/ S. Nalondo/ 729","district of Bungoma","Land Title Deed","24July2015","E. Bukusu/S. Nalondo/729","Jul2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"185","Bungoma",1516,2016-04-08,"GAZETTENOTICENO2376","Lost","E. Bukusu/ S. Nalondo/ 763","district of Bungoma","Land Title Deed","08April2016","E. Bukusu/S. Nalondo/763","Apr2016",TRUE,0.5695252,34.5583766,"Bungoma","Jan - May, 2016",1
"186","Bungoma",6659,2015-07-31,"GAZETTENOTICENO5549-5636","Lost","E. Bukusu/ S. Sangalo/ 3535","district of Bungoma","Land Title Deed","31July2015","E. Bukusu/S. Sangalo/3535","Jul2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"187","Bungoma",3780,2015-06-19,"GAZETTENOTICENO4363","Lost","E. Bukusu/ S. Sangalo/ 6162","district of Bungoma","Land Title Deed","19June2015","E. Bukusu/S. Sangalo/6162","Jun2015",TRUE,0.5695252,34.5583766,"Bungoma","May - Aug, 2015",1
"188","Bungoma",5799,2015-03-27,"GAZETTENOTICENO1997","Lost","E. Bukusu/ W. Sangalo/ 2884","district of Bungoma","Land Title Deed","27March2015","E. Bukusu/W. Sangalo/2884","Mar2015",TRUE,0.5695252,34.5583766,"Bungoma","Jan - Apr, 2015",1
"189","Bungoma",200,2014-08-01,"GAZETTENOTICENO5361","Lost","E. Bukusu/ W. Sangalo/ 80","district of Bungoma","Land Title Deed","01August2014","E. Bukusu/W. Sangalo/80","Aug2014",TRUE,0.5695252,34.5583766,"Bungoma","Apr - Aug, 2014",1
"190","Bungoma",5012,2015-10-23,"GAZETTENOTICENO7914","Lost","East Bukusu/ South Kanduyi/ 2752","district of Bungoma","Land Title Deed","23October2015","East Bukusu/South Kanduyi/2752","Oct2015",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2015",1
"191","Bungoma",2910,2014-11-14,"GAZETTENOTICENO8179-8268","Unknown","East Bukusu/ South Kanduyi/ 99","district of Bungoma","Land Title Deed","14November2014","East Bukusu/South Kanduyi/99","Nov2014",TRUE,0.5695252,34.5583766,"Bungoma","Sep - Dec, 2014",0
